"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","magNES"
"IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429",6.6446092450376e-11,5.92200798963976e-09,0.839088935621274,-0.500591741053901,-2.1612398790857,180,"HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, SRC, PSMC1, PLCG2, IGLL1, BAX, FBXW11, PSME2, WAS, ACTG1, PSMD7, RBCK1, PTPRC, PSMB8, RAC1, KRAS, RIPK2, CD19, CD79A, CYFIP2, INPP5D, HLA-DRB3, PAK1, HLA-DPB1, NFKB1, CD3G, PSMA5, PSMB1, PSMB9, CD79B, MNDA, PSMA4, PSMC6, PSMC2, MAPK3, SYK, BLK, TXK, UBC, PSMD6, ABI1, LYN, BCL2, SKAP1, RAF1, PSMA1, PSMD1, FFAR2, ARPC4, GRB2, FYB, PSMC4, TRAT1, EP300, PSMB4, PTEN, HSP90AA1, PSMB10, ARPC1B, FGR, PSME3, PTK2, WASL, CRK, PSMB3, PSMD12, PSMA3",2.1612398790857
"T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050852",3.76955106714504e-08,1.45280535722941e-06,0.719512826338911,-0.5312683084952,-2.16105132885872,107,"HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, PSMC1, PLCG2, FBXW11, PSME2, WAS, PSMD7, RBCK1, PTPRC, PSMB8, RIPK2, INPP5D, HLA-DRB3, PAK1, HLA-DPB1, NFKB1, CD3G, PSMA5, PSMB1, PSMB9, PSMA4, PSMC6, PSMC2, TXK, UBC, PSMD6, SKAP1, PSMA1, PSMD1, FYB, PSMC4, TRAT1, PSMB4, PTEN, PSMB10, PSME3, PSMB3, PSMD12, PSMA3",2.16105132885872
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478",1.59568304019747e-08,8.1265857690057e-07,0.73376198835648,-0.519399907103677,-2.13495175978198,120,"CD74, HLA-DOA, HLA-DMA, HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, PSMC1, DCTN6, TAP1, PSME2, NCF1, DCTN5, PSMD7, PSMB8, HLA-E, CYBB, HLA-DRB3, CYBA, HLA-DPB1, HLA-B, PSMA5, PSMB1, PSMB9, PSMA4, PSMC6, DYNC1H1, HLA-F, SEC31A, PSMC2, SEC13, CLTA, AP2B1, IFI30, PSMD6, B2M, HLA-DOB, PSMA1, PSMD1, SEC24B, PSMC4, TAP2, NCF2, PSMB4, PSMB10, FCGR1B, OSBPL1A, PSME3, PSMB3, PSMD12, PSMA3",2.13495175978198
"POSITIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050778",4.03189973436418e-13,7.18686127650415e-11,0.932595211336209,-0.462783004195617,-2.13343747673513,291,"CD74, HLA-DQA1, HLA-DPA1, LGALS9, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, SRC, PSMC1, PLCG2, IGLL1, BAX, FBXW11, TBK1, PSME2, WAS, ACTG1, GBP5, PSMD7, CNPY3, RBCK1, PTPRC, IFIH1, PSMB8, RAC1, SIN3A, KRAS, RIPK2, CD19, CD79A, CYFIP2, HLA-E, INPP5D, HLA-DRB3, PAK1, NOD2, TRIM5, HLA-DPB1, HLA-B, NFKB1, CD3G, PSMA5, PSMB1, MYB, IRAK4, PSMB9, STX4, CD86, CD79B, TNIP2, CCR7, LAMP1, MNDA, PSMA4, MAPKAPK3, HSPD1, PSMC6, SLC11A1, PSMC2, TLR7, ADAM8, MAPK3, SYK, CFP, BLK, MYD88, TXK, UBC, PSMD6, ABI1, CCL5, CD46, LYN, PVRL2, B2M, BCL2, TLR8, SKAP1, RAF1, PSMA1, PSMD1, FFAR2, ARPC4, ITGB2, GRB2, FYB, PSMC4, TRAT1, EP300, BIRC3, PSMB4, ITGAM, PTEN, HSP90AA1, PSMB10, ARPC1B, CD1D, PAXIP1, SLAMF6, FGR, PSME3, PTK2, WASL, CRK, PSMB3, PSMD12, PSMA3",2.13343747673513
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884",2.54540219798232e-08,1.13429485447587e-06,0.73376198835648,-0.516830979307651,-2.13235380014581,123,"CD74, HLA-DOA, HLA-DMA, HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, PSMC1, DCTN6, TAP1, PSME2, NCF1, DCTN5, PSMD7, PSMB8, HLA-E, CYBB, HLA-DRB3, CYBA, HLA-DPB1, HLA-B, PSMA5, PSMB1, PSMB9, PSMA4, PSMC6, DYNC1H1, HLA-F, SEC31A, PSMC2, SEC13, CLTA, AP2B1, IFI30, PSMD6, B2M, HLA-DOB, PSMA1, PSMD1, SEC24B, PSMC4, TAP2, NCF2, PSMB4, PSMB10, CD1D, FCGR1B, OSBPL1A, PSME3, PSMB3, PSMD12, PSMA3",2.13235380014581
"IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002768",2.24693799438755e-10,1.60206678999832e-08,0.826657301178302,-0.482842608053925,-2.12600040639314,200,"HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, SRC, PSMC1, PLCG2, IGLL1, BAX, FBXW11, PSME2, WAS, ACTG1, PPP3R1, PSMD7, RBCK1, PTPRC, PSMB8, RAC1, KRAS, RIPK2, CD19, CD79A, CYFIP2, MAP2K4, INPP5D, HLA-DRB3, PAK1, HLA-DPB1, NFKB1, CD3G, CALM2, PSMA5, PSMB1, PSMB9, CD79B, MNDA, PSMA4, PSMC6, CALM3, PSMC2, MAPK3, SYK, BLK, TXK, UBC, PSMD6, ABI1, LYN, BCL2, SKAP1, RAF1, PSMA1, PSMD1, FFAR2, ARPC4, GRB2, FYB, PSMC4, TRAT1, EP300, PSMB4, PTEN, HSP90AA1, PSMB10, ARPC1B, FGR, PSME3, PTK2, WASL, CRK, PSMB3, PSMD12, PSMA3",2.12600040639314
"IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GOBP%GO:0002757",2.31834399440742e-11,2.20397235734999e-09,0.863415391606693,-0.47155479186371,-2.11660571943646,233,"HLA-DQA1, HLA-DPA1, LGALS9, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, SRC, PSMC1, PLCG2, IGLL1, BAX, FBXW11, TBK1, PSME2, WAS, ACTG1, PSMD7, CNPY3, RBCK1, PTPRC, IFIH1, PSMB8, RAC1, KRAS, RIPK2, CD19, CD79A, CYFIP2, INPP5D, HLA-DRB3, PAK1, NOD2, HLA-DPB1, NFKB1, CD3G, PSMA5, PSMB1, IRAK4, PSMB9, CD79B, TNIP2, MNDA, PSMA4, MAPKAPK3, HSPD1, PSMC6, PSMC2, TLR7, ADAM8, MAPK3, SYK, BLK, MYD88, TXK, UBC, PSMD6, ABI1, LYN, BCL2, TLR8, SKAP1, RAF1, PSMA1, PSMD1, FFAR2, ARPC4, ITGB2, GRB2, FYB, PSMC4, TRAT1, EP300, BIRC3, PSMB4, ITGAM, PTEN, HSP90AA1, PSMB10, ARPC1B, FGR, PSME3, PTK2, WASL, CRK, PSMB3, PSMD12, PSMA3",2.11660571943646
"ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882",3.77942878180319e-09,2.07287132417359e-07,0.761460801445585,-0.501339953622375,-2.11396338786724,144,"CD74, HLA-DOA, HLA-DMA, HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, PSMC1, DCTN6, TAP1, PSME2, NCF1, MR1, DCTN5, PSMD7, PSMB8, CTSH, HLA-E, CYBB, HLA-DRB3, CYBA, HLA-DPB1, HLA-B, PSMA5, PSMB1, TAPBP, PSMB9, MARCH1, PSMA4, PSMC6, DYNC1H1, HLA-F, SEC31A, SLC11A1, PSMC2, RAB27A, SEC13, CLTA, AP2B1, IFI30, PSMD6, B2M, HLA-DOB, PSMA1, PSMD1, FCGRT, SEC24B, PSMC4, TAP2, NCF2, PSMB4, PSMB10, CD1D, FCGR1B, OSBPL1A, PSME3, PSMB3, PSMD12, PSMA3",2.11396338786724
"IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GOBP%GO:0002764",1.75225503364572e-11,1.784796912842e-09,0.863415391606693,-0.463277075295231,-2.10154850276485,253,"HLA-DQA1, HLA-DPA1, LGALS9, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, SRC, PSMC1, PLCG2, IGLL1, BAX, FBXW11, TBK1, PSME2, WAS, ACTG1, PPP3R1, PSMD7, CNPY3, RBCK1, PTPRC, IFIH1, PSMB8, RAC1, KRAS, CTSH, RIPK2, CD19, CD79A, CYFIP2, MAP2K4, INPP5D, HLA-DRB3, PAK1, NOD2, HLA-DPB1, NFKB1, CD3G, CALM2, PSMA5, PSMB1, IRAK4, PSMB9, CD79B, TNIP2, MNDA, PSMA4, MAPKAPK3, HSPD1, PSMC6, CALM3, PSMC2, TLR7, ADAM8, MAPK3, SYK, BLK, MYD88, TXK, UBC, PSMD6, ABI1, LYN, BCL2, TLR8, SKAP1, RAF1, PSMA1, PSMD1, FFAR2, ARPC4, ITGB2, GRB2, FYB, PSMC4, TRAT1, EP300, BIRC3, PSMB4, ITGAM, PTEN, HSP90AA1, PSMB10, ARPC1B, FGR, PSME3, PTK2, WASL, CRK, PSMB3, PSMD12, PSMA3",2.10154850276485
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT%GOBP%GO:0002479",5.23012607880107e-06,7.45815978837033e-05,0.610526878385931,-0.579365523127138,-2.09266053325421,55,"PSMB2, PSMC1, PSME2, NCF1, PSMD7, PSMB8, HLA-E, CYBB, CYBA, HLA-B, PSMA5, PSMB1, PSMB9, PSMA4, PSMC6, HLA-F, PSMC2, PSMD6, B2M, PSMA1, PSMD1, PSMC4, NCF2, PSMB4, PSMB10, FCGR1B, PSME3, PSMB3, PSMD12, PSMA3",2.09266053325421
"REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050776",5.67783076547722e-16,1.6193173343141e-13,1.02766987054358,-0.435952786797633,-2.08910285217894,438,"CD74, HLA-DQA1, HLA-DPA1, LGALS9, PSMB2, HLA-DRB4, CD8B, HLA-DRA, HLA-DQB1, PUM2, SRC, PSMC1, PLCG2, IGLL1, IRF1, STAP1, BAX, FBXW11, IFNAR2, TBK1, PSME2, WAS, ACTG1, PTPN1, LPXN, PPP3R1, JAK1, GBP5, PSMD7, CD300A, CNPY3, RBCK1, SELL, PTPRC, IFIH1, PSMB8, RAC1, SIN3A, KRAS, PUM1, CTSH, RIPK2, CD19, CD79A, CYFIP2, CLEC2D, MAP2K4, HLA-E, INPP5D, HLA-DRB3, PAK1, ITGB1, IFITM1, CD81, NOD2, CYBA, TRIM5, HLA-DPB1, HLA-B, NFKB1, CD3G, CALM2, VAMP2, PSMA5, PSMB1, MYB, IRAK4, PSMB9, STX4, CD86, CD79B, TNIP2, CCR7, PIAS1, KLRC1, LAMP1, MNDA, PSMA4, MAPKAPK3, HSPD1, PSMC6, HLA-F, KLRD1, COL17A1, ANKRD17, CALM3, SLC11A1, PSMC2, TLR7, ADAM8, MAPK3, SYK, CFP, BLK, LEP, CDC37, MYD88, TXK, UBC, CD96, RIPK3, PSMD6, FES, ABI1, CCL5, CD46, LYN, PVRL2, B2M, BCL2, TLR8, SKAP1, RAF1, PSMA1, PSMD1, FFAR2, SPPL2A, ARPC4, ITGB2, GRB2, FYB, SH2D1A, PSMC4, TRAT1, EP300, PARP9, CR1, BIRC3, PSMB4, ITGAM, PTEN, HSP90AA1, JAK2, LTF, STAT1, PSMB10, ARRB2, ARPC1B, CD1D, UNC13D, PAXIP1, SLAMF6, FGR, PSME3, PTK2, DUSP3, ZC3HAV1, WASL, C3AR1, CRK, PSMB3, PSMD12, PSMA3, CLEC2B, RPS19",2.08910285217894
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0042590",5.10945097781717e-06,7.43477254527274e-05,0.610526878385931,-0.570157533134703,-2.08554363837193,58,"PSMB2, PSMC1, PSME2, NCF1, PSMD7, PSMB8, HLA-E, CYBB, CYBA, HLA-B, PSMA5, PSMB1, PSMB9, PSMA4, PSMC6, HLA-F, PSMC2, IFI30, PSMD6, B2M, PSMA1, PSMD1, PSMC4, NCF2, PSMB4, PSMB10, FCGR1B, PSME3, PSMB3, PSMD12, PSMA3",2.08554363837193
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002",7.83989106091375e-08,2.6618296792531e-06,0.704975715167238,-0.503181441437912,-2.07469397219087,127,"CD74, HLA-DOA, HLA-DMA, HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, PSMC1, DCTN6, TAP1, PSME2, NCF1, DCTN5, PSMD7, PSMB8, HLA-E, CYBB, HLA-DRB3, CYBA, HLA-DPB1, HLA-B, PSMA5, PSMB1, TAPBP, PSMB9, MARCH1, PSMA4, PSMC6, DYNC1H1, HLA-F, SEC31A, SLC11A1, PSMC2, SEC13, CLTA, AP2B1, IFI30, PSMD6, B2M, HLA-DOB, PSMA1, PSMD1, SEC24B, PSMC4, TAP2, NCF2, PSMB4, PSMB10, FCGR1B, OSBPL1A, PSME3, PSMB3, PSMD12, PSMA3",2.07469397219087
"ACTIVATION OF IMMUNE RESPONSE%GOBP%GO:0002253",1.02786544104405e-10,8.62197717016952e-09,0.839088935621274,-0.457000893152285,-2.07155156071413,246,"HLA-DQA1, HLA-DPA1, LGALS9, PSMB2, HLA-DRB4, HLA-DRA, HLA-DQB1, SRC, PSMC1, PLCG2, IGLL1, BAX, FBXW11, TBK1, PSME2, WAS, ACTG1, PSMD7, CNPY3, RBCK1, PTPRC, IFIH1, PSMB8, RAC1, SIN3A, KRAS, RIPK2, CD19, CD79A, CYFIP2, INPP5D, HLA-DRB3, PAK1, NOD2, TRIM5, HLA-DPB1, NFKB1, CD3G, PSMA5, PSMB1, IRAK4, PSMB9, CD79B, TNIP2, MNDA, PSMA4, MAPKAPK3, HSPD1, PSMC6, PSMC2, TLR7, ADAM8, MAPK3, SYK, CFP, BLK, MYD88, TXK, UBC, PSMD6, ABI1, LYN, BCL2, TLR8, SKAP1, RAF1, PSMA1, PSMD1, FFAR2, ARPC4, ITGB2, GRB2, FYB, PSMC4, TRAT1, EP300, BIRC3, PSMB4, ITGAM, PTEN, HSP90AA1, PSMB10, ARPC1B, FGR, PSME3, PTK2, WASL, CRK, PSMB3, PSMD12, PSMA3",2.07155156071413
"CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0019221",8.73742953652977e-10,5.57232455508112e-08,0.801215574617779,-0.466954720257483,-2.06070241381824,203,"HLA-DQA1, HLA-DPA1, PSMB2, HLA-DRB4, IFITM3, HLA-DRA, HLA-DQB1, PSMC1, IRF1, IFNAR2, TRIM22, ADIPOR2, PSME2, GBP2, JAK1, ISG20, PSMD7, SOCS4, PSMB8, HLA-E, HLA-DRB3, IFITM1, TNFRSF1B, CAMK2G, CD44, TRIM5, HLA-DPB1, HLA-B, IFI35, PSMA5, PSMB1, PSMB9, IFIT3, TNIP2, XAF1, IFIT2, IL2RB, PSMA4, PSMC6, HLA-F, TNFRSF25, PSMC2, MAPK3, LEP, IFIT1, UBC, IFI30, PSMD6, IRF9, CCL5, MX1, B2M, PSMA1, PSMD1, LTB, MX2, PSMC4, CEBPA, BIRC3, PSMB4, ADAR, TRIM38, JAK2, STAT1, PSMB10, CSF1R, IFITM2, MT2A, FCGR1B, STAT3, PSME3, CIB1, TNFSF13B, OAS2, PSMB3, PSMD12, PSMA3, TYK2, RPS6KA4, CCL4L2, IRAK2, PRKCD, PYCARD, IRF8, STAT6, RPS27A, IP6K2, PTK2B, STAT2, IRF2, AIM2, OAS1, GBP1, TRADD, TRIM26",2.06070241381824
"PROCESSING OF CAPPED INTRON-CONTAINING PRE-MRNA%REACTOME DATABASE ID RELEASE 56%72203",4.82353853021759e-08,1.76368357540777e-06,0.719512826338911,-0.496709752709641,-2.05540837900164,128,"PABPN1, RBMX, POLR2G, NUP153, CDC40, NHP2L1, NUP62, DNAJC8, NUP210, HNRNPA0, SNRPB, NUP85, NXF1, HNRNPH1, POLR2B, METTL3, NUP37, SNRPA1, PRPF31, HNRNPL, PRPF3, CLP1, HNRNPD, EIF4A3, PRPF19, TPR, SNRPB2, NUPL2, U2AF2, SNRPF, RNPS1, THOC5, HNRNPM, PDCD7, RBM5, LSM4, HSPA8, ZMAT5, NUP160, RAE1, SF3B1, NUP54, SF3A2, POLR2A, SNRNP70, SLU7, SNRPA, NUP214, CPSF3, HNRNPH2, SF3B2, EFTUD2, CSTF3, THOC1, U2AF1, CTNNBL1",2.05540837900164
"CELLULAR RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0071345",4.04418736650834e-10,2.74619580220995e-08,0.814035837847908,-0.449580085818799,-2.03971873099934,248,"HLA-DQA1, HLA-DPA1, LGALS9, PSMB2, HLA-DRB4, IFITM3, CXCR4, HLA-DRA, HLA-DQB1, PSMC1, RBMX, NFE2L2, IRF1, IFNAR2, TRIM22, ADIPOR2, PSME2, GBP2, JAK1, ISG20, PSMD7, SOCS4, PSMB8, HLA-E, HLA-DRB3, IFITM1, TNFRSF1B, GBA, CAMK2G, CD44, TRIM5, HLA-DPB1, ARHGEF2, HLA-B, NFKB1, IFI35, PSMA5, PSMB1, PSMB9, SELPLG, IFIT3, TNIP2, XAF1, TPR, CCR7, IFIT2, IL2RB, PSMA4, PSMC6, HLA-F, TNFRSF25, ST3GAL6, PSMC2, MAPK3, LEP, IFIT1, UBC, LEF1, IFI30, PSMD6, IRF9, CCL5, MX1, B2M, PSMA1, PSMD1, LTB, MX2, PSMC4, CEBPA, BIRC3, PSMB4, ADAR, TRIM38, JAK2, STAT1, PSMB10, CSF1R, IFITM2, MT2A, FCGR1B, STAT3, PSME3, CIB1, TNFSF13B, OAS2, PSMB3, PSMD12, PSMA3, TYK2, GAPDH, RPS6KA4, CCL4L2, IRAK2, PRKCD, PYCARD, IRF8, AIF1, STAT6, RPS27A, IP6K2, PTK2B, STAT2, IRF2, AIM2, OAS1, GBP1, TRADD, TRIM26",2.03971873099934
"ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 56%1236975",1.09076450449892e-05,0.000134088808915126,0.593325476396405,-0.539754000506485,-2.03663241564543,69,"PSMB2, PSMC1, TAP1, PSME2, NCF1, PSMD7, PSMB8, HLA-E, CYBB, CYBA, HLA-B, PSMA5, PSMB1, TAPBP, PSMB9, PSMA4, PSMC6, HLA-F, PSMC2, UBC, PSMD6, B2M, PSMA1, PSMD1, PSMC4, TAP2, NCF2, PSMB4, PSMB10, FCGR1B, PSME3, PSMB3, PSMD12, PSMA3",2.03663241564543
