GO.ID	Description	p.Val	FDR	Phenotype
PURINE RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0046128	PURINE RIBONUCLEOSIDE METABOLIC PROCESS	5.123419273876229e-4	0.034790456593083344	-1
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 56%1236975	ANTIGEN PROCESSING-CROSS PRESENTATION	0.0039211427555545545	0.09767615546837716	-1
ATP METABOLIC PROCESS%GOBP%GO:0046034	ATP METABOLIC PROCESS	0.0012190188359564322	0.056074866453995884	-1
NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009116	NUCLEOSIDE METABOLIC PROCESS	1.59070312107591e-4	0.028354283133178095	-1
PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205	PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS	4.4825682543705227e-4	0.034790456593083344	-1
RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009199	RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS	4.4825682543705227e-4	0.034790456593083344	-1
ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME DATABASE ID RELEASE 56%2730905	ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION	0.003161179262552973	0.08505361563019885	-1
THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 56%1428517	THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT	6.466513442251232e-4	0.041914764402955704	-1
PCP CE PATHWAY%REACTOME DATABASE ID RELEASE 56%4086400	PCP CE PATHWAY	0.004456283191614568	0.1041747513318422	-1
GLYCOSYL COMPOUND METABOLIC PROCESS%GOBP%GO:1901657	GLYCOSYL COMPOUND METABOLIC PROCESS	4.1514375335106884e-4	0.034790456593083344	-1
CELL PROJECTION ASSEMBLY%GOBP%GO:0030031	CELL PROJECTION ASSEMBLY	0.002296684848198437	0.07422362735785366	+1
NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009123	NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS	0.0017631863065220214	0.07422362735785366	-1
PURINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009150	PURINE RIBONUCLEOTIDE METABOLIC PROCESS	0.0011001285069421483	0.05267638969920826	-1
BETA-CATENIN INDEPENDENT WNT SIGNALING%REACTOME DATABASE ID RELEASE 56%3858494	BETA-CATENIN INDEPENDENT WNT SIGNALING	0.003386368879812827	0.08942522264098318	-1
RESPONSE TO VIRUS%GOBP%GO:0009615	RESPONSE TO VIRUS	0.0021473324467317467	0.07422362735785366	-1
SIGNALING BY WNT%REACTOME DATABASE ID RELEASE 56%195721	SIGNALING BY WNT	7.392476015106515e-4	0.042778091322032294	-1
RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009161	RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS	0.002101016271066814	0.07422362735785366	-1
PURINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009126	PURINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS	0.002480159889137322	0.07422362735785366	-1
PURINE RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009167	PURINE RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS	0.002480159889137322	0.07422362735785366	-1
MITOTIC G1-G1 S PHASES%REACTOME DATABASE ID RELEASE 56%453279	MITOTIC G1-G1 S PHASES	0.004209277846218308	0.10004050347845511	-1
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141	NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS	0.0019201095513496328	0.07422362735785366	-1
REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050	REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS	0.001790736092561428	0.07422362735785366	-1
PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006163	PURINE NUCLEOTIDE METABOLIC PROCESS	0.0019798794984733563	0.07422362735785366	-1
INFLAMMATION MEDIATED BY CHEMOKINE AND CYTOKINE SIGNALING PATHWAY%PANTHER PATHWAY%P00031	INFLAMMATION MEDIATED BY CHEMOKINE AND CYTOKINE SIGNALING PATHWAY	0.0031484439123073723	0.08505361563019885	-1
RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009259	RIBONUCLEOTIDE METABOLIC PROCESS	0.0024557278068948183	0.07422362735785366	-1
NEGATIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051346	NEGATIVE REGULATION OF HYDROLASE ACTIVITY	0.004113097155517765	0.09941146684353107	-1
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 56%201681	TCF DEPENDENT SIGNALING IN RESPONSE TO WNT	0.0037201168352436354	0.09473011798316829	-1
CELLULAR HOMEOSTASIS%GOBP%GO:0019725	CELLULAR HOMEOSTASIS	0.003076660550159308	0.08505361563019885	-1
RIBOSE PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019693	RIBOSE PHOSPHATE METABOLIC PROCESS	0.004786610857743545	0.10665167317409836	-1
NUCLEOBASE-CONTAINING SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0055086	NUCLEOBASE-CONTAINING SMALL MOLECULE METABOLIC PROCESS	0.0018495580838416104	0.07422362735785366	-1
CELLULAR RESPONSES TO STRESS%REACTOME DATABASE ID RELEASE 56%2262752	CELLULAR RESPONSES TO STRESS	0.002498411019058188	0.07422362735785366	-1
REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903362	REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS	0.0024214018017658127	0.07422362735785366	-1
HOMEOSTATIC PROCESS%GOBP%GO:0042592	HOMEOSTATIC PROCESS	1.572357871990406e-4	0.028354283133178095	-1
PURINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072521	PURINE-CONTAINING COMPOUND METABOLIC PROCESS	0.0031009498312569183	0.08505361563019885	-1
REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042176	REGULATION OF PROTEIN CATABOLIC PROCESS	0.003972802957339323	0.09767615546837716	-1
NEGATIVE REGULATION OF CATALYTIC ACTIVITY%GOBP%GO:0043086	NEGATIVE REGULATION OF CATALYTIC ACTIVITY	0.0022928713329493605	0.07422362735785366	-1
RESPONSE TO CYTOKINE%GOBP%GO:0034097	RESPONSE TO CYTOKINE	0.0035843124747341275	0.09293144707219755	-1
DEFENSE RESPONSE%GOBP%GO:0006952	DEFENSE RESPONSE	0.0014943754005575863	0.06659310378734744	-1
NEGATIVE REGULATION OF MOLECULAR FUNCTION%GOBP%GO:0044092	NEGATIVE REGULATION OF MOLECULAR FUNCTION	0.0020635362442722725	0.07422362735785366	-1
RNA METABOLIC PROCESS%GOBP%GO:0016070	RNA METABOLIC PROCESS	9.952431845695817e-4	0.05256358448874902	+1
REGULATION OF PROTEOLYSIS%GOBP%GO:0030162	REGULATION OF PROTEOLYSIS	0.004867285898033494	0.10678076447070403	-1
ORGANOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0019637	ORGANOPHOSPHATE METABOLIC PROCESS	0.002666002236723932	0.0775861059095577	-1
REGULATION OF CATALYTIC ACTIVITY%GOBP%GO:0050790	REGULATION OF CATALYTIC ACTIVITY	4.779148387694922e-4	0.034790456593083344	-1
REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050776	REGULATION OF IMMUNE RESPONSE	0.004985537533834791	0.10771782610982443	-1
REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682	REGULATION OF IMMUNE SYSTEM PROCESS	0.0010542951964148202	0.05267638969920826	-1
POSITIVE REGULATION OF SIGNAL TRANSDUCTION%GOBP%GO:0009967	POSITIVE REGULATION OF SIGNAL TRANSDUCTION	0.004773091538755531	0.10665167317409836	-1
POSITIVE REGULATION OF SIGNALING%GOBP%GO:0023056	POSITIVE REGULATION OF SIGNALING	0.004536690238570563	0.10434387548712294	-1
IMMUNE SYSTEM PROCESS%GOBP%GO:0002376	IMMUNE SYSTEM PROCESS	0.0023203526721579625	0.07422362735785366	-1
