"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","magNES"
"RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME%R-HSA-163200.1",8.15390592863551e-06,0.000322985273728729,0.593325476396405,-0.540465491192437,-2.02242042659622,83,"UQCRB, ATP5J, COX8A, ATP5G2, COX6B1, NDUFA12, ETFA, COX5B, UCP2, NDUFA11, NDUFB3, ATP5H, NDUFA1, SDHB, NDUFA3, ATP5F1, UQCRC1, UQCRQ, ATP5C1, COX7C, COX6C, NDUFB6, ETFDH, ATP5E, NDUFA7, NDUFAF3, ATP5O, ATP5I, UQCRH, NDUFC1, NDUFS5, ATP5S, COX6A1, NDUFS4, ETFB, NDUFV2, UQCRFS1",2.02242042659622
"SELENOCYSTEINE SYNTHESIS%REACTOME%R-HSA-2408557.1",9.76995529019033e-06,0.000375397676821234,0.593325476396405,-0.547444680743214,-2.02073341009567,76,"RPLP0, RPS2, RPS25, RPL35A, RPL27, RPL30, RPL26L1, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, RPS8",2.02073341009567
"PURINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009150",3.72185523260492e-07,6.63420695211827e-05,0.674962860011025,-0.493690427190874,-2.01002400586601,142,"SULT1A3, ALDOA, UQCRB, ATP5J, SULT1A2, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, SULT1B1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, MCEE, HPRT1, SDHAF2, ATP5F1, UQCRC1, CHCHD10, UQCRQ, HDDC3, ATP5C1, COX7C, ALDOB, LDHA, COX6C",2.01002400586601
"PROTEIN TARGETING TO ER%GOBP%GO:0045047",2.9232358554271e-06,0.000160860218121362,0.627256739718528,-0.529045203053137,-2.00797194283362,90,"RPLP0, RPS2, RPS25, SRP14, RPL35A, RPL27, RPL30, RPL26L1, SRP19, RPL8, SPCS1, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, SPCS2, RPS8, RPS21, SEC61G, RPL38",2.00797194283362
"SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614",8.04113767368344e-06,0.000322985273728729,0.593325476396405,-0.532706377746947,-2.00506127707211,84,"RPLP0, RPS2, RPS25, SRP14, RPL35A, RPL27, RPL30, RPL26L1, SRP19, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, RPS8",2.00506127707211
"NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009116",5.68968614677492e-08,2.70449748176701e-05,0.719512826338911,-0.483393106143206,-2.00149157540062,165,"SULT1A3, ALDOA, UQCRB, ATP5J, SULT1A2, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, CDA, SULT1B1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, ERH, NDUFA3, MCEE, TK1, HPRT1, SDHAF2, ATP5F1, UQCRC1, CHCHD10, APOBEC3G, TK2, UQCRQ, HDDC3, ATP5C1, COX7C, ALDOB, LDHA, COX6C",2.00149157540062
"PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144",1.96543225941546e-06,0.000140135320096322,0.627256739718528,-0.507373762153808,-1.99475082942545,110,"ALDOA, UQCRB, ATP5J, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, SDHAF2, ATP5F1, UQCRC1, CHCHD10, UQCRQ, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.99475082942545
"PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006612",9.11876964003709e-07,8.66891033779526e-05,0.659444398037935,-0.500077634644386,-1.99363693410285,121,"RPLP0, NCF1, RPS2, SSR2, RPS25, SRP14, RPL35A, RPL27, RPL30, RPL26L1, SRP19, RPL8, SDCBP, RPL27A, RPS24, ATG3, RPS9, RPL12, TESC, RPS14, RPS4X, RPL24, TMED2, RPL19, RPS3, RABGEF1, RPS7, RPL22, RPS8, ATG4B",1.99363693410285
"RIBOSE PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019693",2.6766424003325e-07,5.45270294696306e-05,0.674962860011025,-0.483042887888656,-1.99327340762123,154,"SULT1A3, ALDOA, UQCRB, ATP5J, SULT1A2, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, SULT1B1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, MCEE, HPRT1, SDHAF2, ATP5F1, UQCRC1, PGM2, CHCHD10, PRPS1, UQCRQ, HDDC3, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.99327340762123
"NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 56%975956",2.79032939798136e-05,0.000884224382560317,0.575610261071129,-0.530706183097525,-1.98794454746044,80,"RPLP0, RPS2, RPS25, RPL35A, RPL27, RPL30, RPL26L1, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, RPS8",1.98794454746044
"CELLULAR SENESCENCE%REACTOME%R-HSA-2559583.1",4.00588889100187e-06,0.000197880438303359,0.610526878385931,-0.50700680597241,-1.98766795076213,105,"HIST1H2AC, MAPK1, HIST1H2BD, MAPK3, HIST1H2BK, TXN, H2AFZ, HIST2H2AA4, PHC2, TINF2, STAT3, CCNA2, MAP2K3, MAP3K5, CEBPB, ETS2, UBC, LMNB1, HIST2H2BE, CBX4, HIST2H2AA3, MAPKAPK2, HMGA1, ANAPC10, HIST2H4A, FOS, IGFBP7, HIST1H3H, UBE2C, H3F3A, UBB",1.98766795076213
"RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009259",4.92765388918816e-07,7.0653750108879e-05,0.659444398037935,-0.483358095931483,-1.9789659272105,144,"SULT1A3, ALDOA, UQCRB, ATP5J, SULT1A2, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, SULT1B1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, MCEE, HPRT1, SDHAF2, ATP5F1, UQCRC1, CHCHD10, UQCRQ, HDDC3, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.9789659272105
"PURINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009126",1.86509950160703e-06,0.000139980625752191,0.643551836150722,-0.496152237972954,-1.97329236926879,119,"ALDOA, UQCRB, IMPDH1, ATP5J, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, HPRT1, SDHAF2, ATP5F1, UQCRC1, LHPP, CHCHD10, UQCRQ, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.97329236926879
"PURINE RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009167",1.86509950160703e-06,0.000139980625752191,0.643551836150722,-0.496152237972954,-1.97329236926879,119,"ALDOA, UQCRB, IMPDH1, ATP5J, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, HPRT1, SDHAF2, ATP5F1, UQCRC1, LHPP, CHCHD10, UQCRQ, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.97329236926879
"RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009161",2.08238617709171e-06,0.00014140393754918,0.627256739718528,-0.494751846172249,-1.97123059906919,120,"ALDOA, UQCRB, IMPDH1, ATP5J, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, HPRT1, SDHAF2, ATP5F1, UQCRC1, LHPP, CHCHD10, UQCRQ, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.97123059906919
"OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559580.1",5.34479704716828e-05,0.0014657078056273,0.557332238758646,-0.544613044769315,-1.96576407427468,64,"HIST1H2AC, MAPK1, HIST1H2BD, MAPK3, HIST1H2BK, TXN, H2AFZ, HIST2H2AA4, PHC2, MAP2K3, MAP3K5, UBC, HIST2H2BE, CBX4, HIST2H2AA3, MAPKAPK2, HIST2H4A, FOS, HIST1H3H, H3F3A, UBB",1.96576407427468
"PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972",1.32459498092482e-05,0.000472218110699698,0.593325476396405,-0.501115470124178,-1.95245890226799,101,"RPLP0, RPS2, RPS25, SRP14, RPL35A, RPL27, RPL30, RPL26L1, SRP19, RPL8, OS9, SPCS1, GPAA1, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, PPP1R15A, RPS3, RPS7, RPL22, SPCS2, RPS8, RPS21, SEC61G, RPL38",1.95245890226799
"OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119",7.02280612486846e-05,0.00175693360246709,0.538434096309916,-0.548391609560513,-1.95132628855982,60,"UQCRB, COX8A, COX6B1, NDUFA12, COX5B, NDUFA11, NDUFB3, NDUFA1, NDUFA3, SDHAF2, UQCRC1, CHCHD10, UQCRQ, ATP5C1, COX7C, COX6C, NDUFB6",1.95132628855982
"COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613",1.00035846558253e-05,0.000375397676821234,0.593325476396405,-0.513496684775598,-1.94895810380104,90,"RPLP0, RPS2, SSR2, RPS25, SRP14, RPL35A, RPL27, RPL30, RPL26L1, SRP19, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, RPS8",1.94895810380104
"NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009123",2.93293525326467e-06,0.000160860218121362,0.627256739718528,-0.487889801651986,-1.94762087804342,122,"ALDOA, UQCRB, IMPDH1, ATP5J, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, HPRT1, SDHAF2, ATP5F1, UQCRC1, LHPP, CHCHD10, UQCRQ, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.94762087804342
"GLYCOSYL COMPOUND METABOLIC PROCESS%GOBP%GO:1901657",1.4779967008125e-07,4.21524659071724e-05,0.690132458796796,-0.463973614736503,-1.93362735597947,175,"SULT1A3, ALDOA, UQCRB, ATP5J, SULT1A2, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, CDA, SULT1B1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, ERH, NDUFA3, MCEE, TK1, HPRT1, SDHAF2, ATP5F1, UQCRC1, CHCHD10, APOBEC3G, TK2, UQCRQ, HDDC3, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.93362735597947
"ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0072599",6.72524081666055e-05,0.00174367152810145,0.538434096309916,-0.501436180802498,-1.92279977944502,93,"RPLP0, RPS2, RPS25, SRP14, RPL35A, RPL27, RPL30, RPL26L1, SRP19, RPL8, SPCS1, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, SPCS2, RPS8, RPS21, SEC61G, RPL38",1.92279977944502
"NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141",4.04832415467774e-06,0.000197880438303359,0.610526878385931,-0.481094029205269,-1.91795585115905,121,"ALDOA, UQCRB, ATP5J, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, SDHAF2, ATP5F1, UQCRC1, CHCHD10, SMPDL3A, UQCRQ, ATP5C1, COX7C, ALDOB, LDHA, COX6C, NDUFB6, NME4",1.91795585115905
"ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773",0.000517922830805158,0.00824053508204357,0.477270815362862,-0.534820267662263,-1.8673337898481,55,"UQCRB, COX8A, COX6B1, NDUFA12, COX5B, NDUFA11, NDUFB3, NDUFA1, NDUFA3, SDHAF2, UQCRC1, UQCRQ, COX7C, COX6C, NDUFB6",1.8673337898481
"MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775",0.000517922830805158,0.00824053508204357,0.477270815362862,-0.534820267662263,-1.8673337898481,55,"UQCRB, COX8A, COX6B1, NDUFA12, COX5B, NDUFA11, NDUFB3, NDUFA1, NDUFA3, SDHAF2, UQCRC1, UQCRQ, COX7C, COX6C, NDUFB6",1.8673337898481
"ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900",0.000532491222620642,0.00829608348712986,0.477270815362862,-0.521012096389935,-1.85742939187015,61,"UQCRB, COX8A, COX6B1, NDUFA12, ETFA, COX5B, NDUFA11, NDUFB3, NDUFA1, NDUFA3, SDHAF2, UQCRC1, UQCRQ, COX7C, COX6C, NDUFB6, ETFDH, CYB561, NDUFA7, UQCRH, NDUFC1, NDUFS5, COX6A1, NDUFS4, ETFB, NDUFV2, UQCRFS1",1.85742939187015
"INFLUENZA LIFE CYCLE%REACTOME DATABASE ID RELEASE 56%168255",2.05126576950446e-05,0.000680256973793805,0.575610261071129,-0.468739015274992,-1.85541604912412,113,"RPLP0, RAE1, RPS2, RPS25, RPL35A, RPL27, RPL30, RPL26L1, RPL8, NUP37, RAN, NUP214, RPL27A, RPS24, RPS9, RPL12, RPS14, POLR2F, RPS4X, RPL24, RPL19, RPS3, RPS7, CLTA, RPL22, POLR2G, RPS8",1.85541604912412
"PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006163",3.47425627662648e-06,0.000183492201869236,0.627256739718528,-0.448734602282138,-1.84724614271004,158,"SULT1A3, ALDOA, UQCRB, ATP5J, SULT1A2, COX8A, ATP5G2, COX6B1, NDUFA12, COX5B, TPI1, SULT1B1, PGM1, PGAM1, NDUFA11, NDUFB3, ATP5H, NDUFA1, NDUFA3, MCEE, HPRT1, SDHAF2, ATP5F1, UQCRC1, CHCHD10, PRPS1, UQCRQ, HDDC3, ATP5C1, COX7C, ALDOB, LDHA, COX6C",1.84724614271004
"DEGRADATION OF BETA-CATENIN BY THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 56%195253",0.000273749786011053,0.00534749581988715,0.49849310876659,-0.509579043686827,-1.84712295473049,66,"PSMC1, PPP2R5A, PSMC6, PPP2R5C, AXIN1, PSMD6, PSMB1, UBC, AES, PPP2R5B, PSMB2, PSMD7, PSMA6, PSMB4, FRAT1, PSMB9, PPP2CB, PSMA1, CSNK1A1, PSMC4, UBB",1.84712295473049
"NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975957.1",0.000235646582111121,0.00491698927912011,0.518848077743792,-0.480445931268733,-1.84231087832619,93,"RPLP0, RPS2, RPS25, RPL35A, RPL27, RPL30, RPL26L1, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RNPS1, RPS3, RPS7, RPL22, RPS8, RPS21, RPL38, MAGOH",1.84231087832619
"NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.1",0.000235646582111121,0.00491698927912011,0.518848077743792,-0.480445931268733,-1.84231087832619,93,"RPLP0, RPS2, RPS25, RPL35A, RPL27, RPL30, RPL26L1, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RNPS1, RPS3, RPS7, RPL22, RPS8, RPS21, RPL38, MAGOH",1.84231087832619
"TRANSLATION%REACTOME DATABASE ID RELEASE 56%72766",2.40887562955611e-05,0.000780694692669774,0.575610261071129,-0.457356770797766,-1.83829324105292,130,"RPLP0, RPS2, SSR2, RPS25, SRP14, EEF1G, RPL35A, EEF1A1, RPL27, RPL30, RPL26L1, SEC11A, SRP19, RPL8, SPCS1, RPL27A, RPS24, TRMT112, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, EIF4B, RPL22, SPCS2, RPS8, EEF1D, RPS21, SEC61G, RPL38, EIF3B, EIF4H, RPL6, EIF3H",1.83829324105292
"RHO GTPASE EFFECTORS%REACTOME DATABASE ID RELEASE 56%195258",2.76712251085242e-06,0.000160860218121362,0.627256739718528,-0.444052618386237,-1.83761805638372,166,"CYBA, HIST1H2AC, ACTG1, ARPC4, MAPK1, ARPC1B, HIST1H2BD, NCF1, MAD2L1, MAPK3, HIST1H2BK, H2AFZ, RHOG, PPP2R5A, RAC2, HIST2H2AA4, RAC1, RHOC, NUP37, PPP2R5C, ARPC3, CALM3, NCF4, YWHAZ, PFN1, HIST2H2BE, PPP2R5B, HIST2H2AA3, SEC13, MAD1L1, PPP2CB, HIST2H4A, WAS, CENPN, HIST1H3H, YWHAE, H3F3A",1.83761805638372
"RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904",0.000485369395279983,0.00804810183336344,0.49849310876659,-0.516408308427211,-1.83752101654562,60,"UQCRB, COX8A, COX6B1, NDUFA12, ETFA, COX5B, NDUFA11, NDUFB3, NDUFA1, NDUFA3, SDHAF2, UQCRC1, UQCRQ, COX7C, COX6C, NDUFB6, ETFDH",1.83752101654562
"FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME DATABASE ID RELEASE 56%72689",0.000230861921456774,0.00491698927912011,0.518848077743792,-0.484422948376724,-1.837157142058,87,"RPLP0, RPS2, RPS25, RPL35A, RPL27, RPL30, RPL26L1, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, RPS8, RPS21, RPL38, EIF3B, RPL6, EIF3H",1.837157142058
"GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0006091",7.45707126709002e-06,0.000315590088959866,0.610526878385931,-0.445244744173485,-1.83650655814809,157,"ALDOA, UQCRB, COX8A, COX6B1, NDUFA12, ETFA, COX5B, TPI1, PGM1, PGAM1, NDUFA11, NDUFB3, NDUFA1, COX17, CALM3, SDHB, NDUFA3, CEBPA, UBC, GAA, SDHAF2, UQCRC1, BLOC1S1, PGM2, CHCHD10, UQCRQ, ACADVL, ATP5C1, COX7C, ALDOB, LDHA, PHKB, COX6C, ACOX1, UBB, NDUFB6, CYB5R4, ETFDH, CYB561",1.83650655814809
"SELENOAMINO ACID METABOLISM%REACTOME%R-HSA-2408522.1",0.000215838859797292,0.00473517252416827,0.518848077743792,-0.481017203176659,-1.83159305508203,91,"RPLP0, RPS2, RPS25, RPL35A, RPL27, RPL30, RPL26L1, RPL8, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, RPS8",1.83159305508203
"VIRAL TRANSCRIPTION%GOBP%GO:0019083",0.000113433135661186,0.00274162121106527,0.538434096309916,-0.471834590679544,-1.82480470696204,98,"RPLP0, RAE1, RPS2, RPS25, RPL35A, USF2, RPL27, RPL30, RPL26L1, RPL8, NUP37, NUP214, RPL27A, RPS24, RPS9, RPL12, RPS14, RPS4X, RPL24, RPL19, RPS3, RPS7, RPL22, RPS8",1.82480470696204
"TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 56%201681",3.04999024206079e-05,0.000911556781909287,0.575610261071129,-0.457690549776989,-1.82465425608189,121,"HIST1H2AC, PSMC1, HIST1H2BD, HIST1H2BK, H2AFZ, PPP2R5A, PSMC6, HIST2H2AA4, PPP2R5C, AXIN1, LRP6, YWHAZ, PSMD6, PSMB1, UBC, HIST2H2BE, PPP2R5B, HIST2H2AA3, AKT1, PSMB2, PSMD7, PSMA6, PSMB4, FRAT1, PSMB9, CSNK2B, PPP2CB, PSMA1, HIST2H4A, CSNK1A1, HIST1H3H, PSMC4, H3F3A, UBB",1.82465425608189
"SIGNALING BY WNT%REACTOME DATABASE ID RELEASE 56%195721",2.66256883963469e-06,0.000160860218121362,0.627256739718528,-0.433689967467261,-1.81666401370633,180,"HIST1H2AC, PSMC1, ARRB2, HIST1H2BD, GNG10, HIST1H2BK, H2AFZ, GNG5, PPP2R5A, PSMC6, RAC2, GNG2, HIST2H2AA4, PPP3R1, RAC1, PPP2R5C, CALM3, AXIN1, LRP6, YWHAZ, VPS29, PSMD6, PSMB1, UBC, AES, PFN1, HIST2H2BE, PPP2R5B, HIST2H2AA3, AKT1, PSMB2, PSMD7, PSMA6, PSMB4, AP2A1, FRAT1, PSMB9, CSNK2B, PPP2CB, PSMA1, HIST2H4A, CSNK1A1, CLTB, SNX3, HIST1H3H, CLTA, PSMC4, CAMK2A, H3F3A, UBB",1.81666401370633
